products pairs;sales num;support
('hygiene articles', 'canned vegetables');9;0.0009
('hygiene articles', 'dish cleaner');12;0.0012
('hygiene articles', 'flower (seeds)');5;0.0005
('hygiene articles', 'roll products');5;0.0005
('hygiene articles', 'condensed milk');1;0.0001
('hygiene articles', 'pet care');4;0.0004
('hygiene articles', 'photo/film');6;0.0006
('hygiene articles', 'mayonnaise');6;0.0006
('hygiene articles', 'chocolate marshmallow');5;0.0005
('hygiene articles', 'sweet spreads');6;0.0006
('hygiene articles', 'candles');4;0.0004
('hygiene articles', 'specialty cheese');6;0.0006
('hygiene articles', 'dog food');5;0.0005
('hygiene articles', 'frozen potato products');6;0.0006
('hygiene articles', 'house keeping products');11;0.0011
('hygiene articles', 'turkey');5;0.0005
('hygiene articles', 'Instant food products');7;0.0007
('hygiene articles', 'liquor (appetizer)');6;0.0006
('hygiene articles', 'rice');8;0.0008
('hygiene articles', 'instant coffee');5;0.0005
('hygiene articles', 'popcorn');1;0.0001
('hygiene articles', 'zwieback');5;0.0005
('hygiene articles', 'soups');6;0.0006
('hygiene articles', 'finished products');3;0.0003
('hygiene articles', 'vinegar');4;0.0004
('hygiene articles', 'female sanitary products');5;0.0005
('hygiene articles', 'kitchen towels');4;0.0004
('hygiene articles', 'dental care');6;0.0006
('hygiene articles', 'cereals');3;0.0003
('hygiene articles', 'sparkling wine');3;0.0003
('hygiene articles', 'sauces');1;0.0001
('hygiene articles', 'softener');8;0.0008
('hygiene articles', 'jam');5;0.0005
('hygiene articles', 'spices');4;0.0004
('hygiene articles', 'curd cheese');6;0.0006
('hygiene articles', 'liver loaf');3;0.0003
('hygiene articles', 'cleaner');2;0.0002
('hygiene articles', 'male cosmetics');3;0.0003
('hygiene articles', 'rum');4;0.0004
('hygiene articles', 'ketchup');6;0.0006
('hygiene articles', 'meat spreads');1;0.0001
('hygiene articles', 'brandy');2;0.0002
('hygiene articles', 'light bulbs');4;0.0004
('hygiene articles', 'tea');4;0.0004
('hygiene articles', 'specialty fat');2;0.0002
('hygiene articles', 'abrasive cleaner');4;0.0004
('hygiene articles', 'skin care');7;0.0007
('hygiene articles', 'nuts/prunes');1;0.0001
('hygiene articles', 'syrup');1;0.0001
('hygiene articles', 'canned fruit');6;0.0006
('hygiene articles', 'artif. sweetener');3;0.0003
('hygiene articles', 'nut snack');2;0.0002
('hygiene articles', 'snack products');2;0.0002
('hygiene articles', 'fish');0;0.0
('hygiene articles', 'potato products');0;0.0
('hygiene articles', 'bathroom cleaner');1;0.0001
('hygiene articles', 'cookware');0;0.0
('hygiene articles', 'soap');1;0.0001
('hygiene articles', 'cooking chocolate');4;0.0004
('hygiene articles', 'pudding powder');2;0.0002
('hygiene articles', 'tidbits');0;0.0
('hygiene articles', 'organic sausage');2;0.0002
('hygiene articles', 'cocoa drinks');1;0.0001
('hygiene articles', 'prosecco');2;0.0002
('hygiene articles', 'flower soil/fertilizer');2;0.0002
('hygiene articles', 'ready soups');2;0.0002
('hygiene articles', 'specialty vegetables');1;0.0001
('hygiene articles', 'organic products');1;0.0001
('hygiene articles', 'honey');1;0.0001
('hygiene articles', 'decalcifier');3;0.0003
('hygiene articles', 'cream');1;0.0001
('hygiene articles', 'frozen fruits');0;0.0
('hygiene articles', 'hair spray');0;0.0
('hygiene articles', 'rubbing alcohol');4;0.0004
('hygiene articles', 'liqueur');0;0.0
('hygiene articles', 'whisky');0;0.0
('hygiene articles', 'salad dressing');0;0.0
('hygiene articles', 'make up remover');1;0.0001
('hygiene articles', 'toilet cleaner');0;0.0
('hygiene articles', 'frozen chicken');0;0.0
('hygiene articles', 'baby cosmetics');0;0.0
('hygiene articles', 'bags');0;0.0
('hygiene articles', 'kitchen utensil');0;0.0
('hygiene articles', 'preservation products');1;0.0001
('hygiene articles', 'baby food');0;0.0
('hygiene articles', 'sound storage medium');0;0.0
('onions', 'specialty chocolate');8;0.0008
('onions', 'candy');9;0.0009
('onions', 'frozen meals');12;0.0012
('onions', 'misc. beverages');7;0.0007
('onions', 'oil');18;0.0018
('onions', 'butter milk');16;0.0016
('onions', 'specialty bar');5;0.0005
('onions', 'ham');17;0.0017
('onions', 'beverages');8;0.0008
('onions', 'meat');15;0.0015
('onions', 'ice cream');11;0.0011
('onions', 'hard cheese');20;0.002
('onions', 'sliced cheese');19;0.0019
('onions', 'cat food');11;0.0011
('onions', 'grapes');12;0.0012
('onions', 'chewing gum');7;0.0007
('onions', 'detergent');7;0.0007
('onions', 'red/blush wine');7;0.0007
('onions', 'white wine');6;0.0006
('onions', 'pickled vegetables');11;0.0011
('onions', 'baking powder');6;0.0006
('onions', 'semi-finished bread');10;0.001
('onions', 'dishes');12;0.0012
('onions', 'flour');9;0.0009
('onions', 'potted plants');7;0.0007
('onions', 'soft cheese');17;0.0017
('onions', 'processed cheese');6;0.0006
('onions', 'herbs');14;0.0014
('onions', 'pasta');8;0.0008
('onions', 'canned fish');9;0.0009
('onions', 'seasonal products');6;0.0006
('onions', 'cake bar');6;0.0006
('onions', 'packaged fruit/vegetables');7;0.0007
('onions', 'mustard');13;0.0013
('onions', 'frozen fish');10;0.001
('onions', 'cling film/bags');6;0.0006
('onions', 'spread cheese');7;0.0007
('onions', 'liquor');1;0.0001
('onions', 'salt');15;0.0015
('onions', 'frozen dessert');8;0.0008
('onions', 'canned vegetables');11;0.0011
('onions', 'dish cleaner');7;0.0007
('onions', 'flower (seeds)');4;0.0004
('onions', 'roll products');6;0.0006
('onions', 'condensed milk');5;0.0005
('onions', 'pet care');6;0.0006
('onions', 'photo/film');0;0.0
('onions', 'mayonnaise');10;0.001
('onions', 'chocolate marshmallow');1;0.0001
('onions', 'sweet spreads');3;0.0003
('onions', 'candles');1;0.0001
('onions', 'specialty cheese');11;0.0011
('onions', 'dog food');4;0.0004
('onions', 'frozen potato products');3;0.0003
('onions', 'house keeping products');6;0.0006
('onions', 'turkey');10;0.001
('onions', 'Instant food products');4;0.0004
('onions', 'liquor (appetizer)');8;0.0008
('onions', 'rice');7;0.0007
('onions', 'instant coffee');5;0.0005
('onions', 'popcorn');7;0.0007
('onions', 'zwieback');1;0.0001
('onions', 'soups');8;0.0008
('onions', 'finished products');3;0.0003
('onions', 'vinegar');9;0.0009
('onions', 'female sanitary products');3;0.0003
('onions', 'kitchen towels');2;0.0002
('onions', 'dental care');6;0.0006
('onions', 'cereals');2;0.0002
('onions', 'sparkling wine');2;0.0002
('onions', 'sauces');2;0.0002
('onions', 'softener');0;0.0
('onions', 'jam');8;0.0008
('onions', 'spices');6;0.0006
('onions', 'curd cheese');5;0.0005
('onions', 'liver loaf');4;0.0004
('onions', 'cleaner');4;0.0004
('onions', 'male cosmetics');3;0.0003
('onions', 'rum');4;0.0004
('onions', 'ketchup');3;0.0003
('onions', 'meat spreads');2;0.0002
('onions', 'brandy');2;0.0002
('onions', 'light bulbs');2;0.0002
('onions', 'tea');5;0.0005
('onions', 'specialty fat');4;0.0004
('onions', 'abrasive cleaner');5;0.0005
('onions', 'skin care');4;0.0004
('onions', 'nuts/prunes');2;0.0002
('onions', 'syrup');2;0.0002
('onions', 'canned fruit');1;0.0001
('onions', 'artif. sweetener');1;0.0001
('onions', 'nut snack');0;0.0
('onions', 'snack products');0;0.0
('onions', 'fish');0;0.0
('onions', 'potato products');4;0.0004
('onions', 'bathroom cleaner');3;0.0003
('onions', 'cookware');1;0.0001
('onions', 'soap');0;0.0
('onions', 'cooking chocolate');1;0.0001
('onions', 'pudding powder');3;0.0003
('onions', 'tidbits');0;0.0
('onions', 'organic sausage');1;0.0001
('onions', 'cocoa drinks');2;0.0002
('onions', 'prosecco');0;0.0
('onions', 'flower soil/fertilizer');0;0.0
('onions', 'ready soups');1;0.0001
('onions', 'specialty vegetables');3;0.0003
('onions', 'organic products');0;0.0
('onions', 'honey');0;0.0
('onions', 'decalcifier');0;0.0
('onions', 'cream');1;0.0001
('onions', 'frozen fruits');1;0.0001
('onions', 'hair spray');1;0.0001
('onions', 'rubbing alcohol');1;0.0001
('onions', 'liqueur');0;0.0
('onions', 'whisky');1;0.0001
('onions', 'salad dressing');3;0.0003
('onions', 'make up remover');0;0.0
('onions', 'toilet cleaner');0;0.0
('onions', 'frozen chicken');0;0.0
('onions', 'baby cosmetics');0;0.0
('onions', 'bags');0;0.0
('onions', 'kitchen utensil');2;0.0002
('onions', 'preservation products');1;0.0001
('onions', 'baby food');0;0.0
('onions', 'sound storage medium');0;0.0
('specialty chocolate', 'candy');23;0.0023
('specialty chocolate', 'frozen meals');9;0.0009
('specialty chocolate', 'misc. beverages');16;0.0016
('specialty chocolate', 'oil');11;0.0011
('specialty chocolate', 'butter milk');11;0.0011
('specialty chocolate', 'specialty bar');18;0.0018
('specialty chocolate', 'ham');14;0.0014
('specialty chocolate', 'beverages');10;0.001
('specialty chocolate', 'meat');9;0.0009
('specialty chocolate', 'ice cream');14;0.0014
('specialty chocolate', 'hard cheese');12;0.0012
('specialty chocolate', 'sliced cheese');9;0.0009
('specialty chocolate', 'cat food');13;0.0013
('specialty chocolate', 'grapes');7;0.0007
('specialty chocolate', 'chewing gum');11;0.0011
('specialty chocolate', 'detergent');10;0.001
('specialty chocolate', 'red/blush wine');8;0.0008
('specialty chocolate', 'white wine');5;0.0005
('specialty chocolate', 'pickled vegetables');10;0.001
('specialty chocolate', 'baking powder');6;0.0006
('specialty chocolate', 'semi-finished bread');8;0.0008
('specialty chocolate', 'dishes');5;0.0005
('specialty chocolate', 'flour');7;0.0007
('specialty chocolate', 'potted plants');6;0.0006
('specialty chocolate', 'soft cheese');13;0.0013
('specialty chocolate', 'processed cheese');6;0.0006
('specialty chocolate', 'herbs');6;0.0006
('specialty chocolate', 'pasta');7;0.0007
('specialty chocolate', 'canned fish');4;0.0004
('specialty chocolate', 'seasonal products');9;0.0009
('specialty chocolate', 'cake bar');6;0.0006
('specialty chocolate', 'packaged fruit/vegetables');3;0.0003
('specialty chocolate', 'mustard');7;0.0007
('specialty chocolate', 'frozen fish');2;0.0002
('specialty chocolate', 'cling film/bags');4;0.0004
('specialty chocolate', 'spread cheese');1;0.0001
('specialty chocolate', 'liquor');1;0.0001
('specialty chocolate', 'salt');2;0.0002
('specialty chocolate', 'frozen dessert');2;0.0002
('specialty chocolate', 'canned vegetables');5;0.0005
('specialty chocolate', 'dish cleaner');6;0.0006
('specialty chocolate', 'flower (seeds)');4;0.0004
('specialty chocolate', 'roll products');5;0.0005
('specialty chocolate', 'condensed milk');4;0.0004
('specialty chocolate', 'pet care');1;0.0001
('specialty chocolate', 'photo/film');2;0.0002
('specialty chocolate', 'mayonnaise');4;0.0004
('specialty chocolate', 'chocolate marshmallow');6;0.0006
('specialty chocolate', 'sweet spreads');4;0.0004
('specialty chocolate', 'candles');4;0.0004
('specialty chocolate', 'specialty cheese');2;0.0002
('specialty chocolate', 'dog food');6;0.0006
('specialty chocolate', 'frozen potato products');3;0.0003
('specialty chocolate', 'house keeping products');6;0.0006
('specialty chocolate', 'turkey');4;0.0004
('specialty chocolate', 'Instant food products');3;0.0003
('specialty chocolate', 'liquor (appetizer)');1;0.0001
('specialty chocolate', 'rice');3;0.0003
('specialty chocolate', 'instant coffee');3;0.0003
('specialty chocolate', 'popcorn');2;0.0002
('specialty chocolate', 'zwieback');1;0.0001
('specialty chocolate', 'soups');1;0.0001
('specialty chocolate', 'finished products');5;0.0005
('specialty chocolate', 'vinegar');3;0.0003
('specialty chocolate', 'female sanitary products');4;0.0004
('specialty chocolate', 'kitchen towels');6;0.0006
('specialty chocolate', 'dental care');4;0.0004
('specialty chocolate', 'cereals');6;0.0006
('specialty chocolate', 'sparkling wine');5;0.0005
('specialty chocolate', 'sauces');4;0.0004
('specialty chocolate', 'softener');1;0.0001
('specialty chocolate', 'jam');1;0.0001
('specialty chocolate', 'spices');0;0.0
('specialty chocolate', 'curd cheese');2;0.0002
('specialty chocolate', 'liver loaf');2;0.0002
('specialty chocolate', 'cleaner');3;0.0003
('specialty chocolate', 'male cosmetics');3;0.0003
('specialty chocolate', 'rum');1;0.0001
('specialty chocolate', 'ketchup');1;0.0001
('specialty chocolate', 'meat spreads');3;0.0003
('specialty chocolate', 'brandy');3;0.0003
('specialty chocolate', 'light bulbs');2;0.0002
('specialty chocolate', 'tea');0;0.0
('specialty chocolate', 'specialty fat');2;0.0002
('specialty chocolate', 'abrasive cleaner');3;0.0003
('specialty chocolate', 'skin care');1;0.0001
('specialty chocolate', 'nuts/prunes');2;0.0002
('specialty chocolate', 'syrup');1;0.0001
('specialty chocolate', 'canned fruit');0;0.0
('specialty chocolate', 'artif. sweetener');1;0.0001
('specialty chocolate', 'nut snack');1;0.0001
('specialty chocolate', 'snack products');0;0.0
('specialty chocolate', 'fish');2;0.0002
('specialty chocolate', 'potato products');2;0.0002
('specialty chocolate', 'bathroom cleaner');0;0.0
('specialty chocolate', 'cookware');2;0.0002
('specialty chocolate', 'soap');1;0.0001
('specialty chocolate', 'cooking chocolate');1;0.0001
('specialty chocolate', 'pudding powder');1;0.0001
('specialty chocolate', 'tidbits');0;0.0
('specialty chocolate', 'organic sausage');0;0.0
('specialty chocolate', 'cocoa drinks');2;0.0002
('specialty chocolate', 'prosecco');2;0.0002
('specialty chocolate', 'flower soil/fertilizer');1;0.0001
('specialty chocolate', 'ready soups');0;0.0
('specialty chocolate', 'specialty vegetables');2;0.0002
('specialty chocolate', 'organic products');2;0.0002
('specialty chocolate', 'honey');1;0.0001
('specialty chocolate', 'decalcifier');2;0.0002
('specialty chocolate', 'cream');2;0.0002
('specialty chocolate', 'frozen fruits');2;0.0002
('specialty chocolate', 'hair spray');1;0.0001
('specialty chocolate', 'rubbing alcohol');1;0.0001
('specialty chocolate', 'liqueur');1;0.0001
('specialty chocolate', 'whisky');1;0.0001
('specialty chocolate', 'salad dressing');1;0.0001
('specialty chocolate', 'make up remover');0;0.0
('specialty chocolate', 'toilet cleaner');0;0.0
('specialty chocolate', 'frozen chicken');0;0.0
('specialty chocolate', 'baby cosmetics');0;0.0
('specialty chocolate', 'bags');0;0.0
('specialty chocolate', 'kitchen utensil');0;0.0
('specialty chocolate', 'preservation products');0;0.0
('specialty chocolate', 'baby food');0;0.0
('specialty chocolate', 'sound storage medium');0;0.0
('candy', 'frozen meals');13;0.0013
('candy', 'misc. beverages');19;0.0019
('candy', 'oil');15;0.0015
('candy', 'butter milk');10;0.001
('candy', 'specialty bar');15;0.0015
('candy', 'ham');13;0.0013
('candy', 'beverages');7;0.0007
('candy', 'meat');6;0.0006
('candy', 'ice cream');9;0.0009
('candy', 'hard cheese');19;0.0019
('candy', 'sliced cheese');8;0.0008
('candy', 'cat food');7;0.0007
('candy', 'grapes');11;0.0011
('candy', 'chewing gum');4;0.0004
('candy', 'detergent');5;0.0005
('candy', 'red/blush wine');8;0.0008
('candy', 'white wine');3;0.0003
('candy', 'pickled vegetables');8;0.0008
('candy', 'baking powder');8;0.0008
('candy', 'semi-finished bread');11;0.0011
('candy', 'dishes');4;0.0004
('candy', 'flour');7;0.0007
('candy', 'potted plants');2;0.0002
('candy', 'soft cheese');5;0.0005
('candy', 'processed cheese');16;0.0016
('candy', 'herbs');7;0.0007
('candy', 'pasta');7;0.0007
('candy', 'canned fish');5;0.0005
('candy', 'seasonal products');11;0.0011
('candy', 'cake bar');9;0.0009
('candy', 'packaged fruit/vegetables');8;0.0008
('candy', 'mustard');5;0.0005
('candy', 'frozen fish');10;0.001
('candy', 'cling film/bags');6;0.0006
('candy', 'spread cheese');1;0.0001
('candy', 'liquor');5;0.0005
('candy', 'salt');2;0.0002
('candy', 'frozen dessert');7;0.0007
('candy', 'canned vegetables');5;0.0005
('candy', 'dish cleaner');6;0.0006
('candy', 'flower (seeds)');5;0.0005
('candy', 'roll products');2;0.0002
('candy', 'condensed milk');3;0.0003
('candy', 'pet care');3;0.0003
('candy', 'photo/film');2;0.0002
('candy', 'mayonnaise');7;0.0007
('candy', 'chocolate marshmallow');14;0.0014
('candy', 'sweet spreads');3;0.0003
('candy', 'candles');4;0.0004
('candy', 'specialty cheese');4;0.0004
('candy', 'dog food');1;0.0001
('candy', 'frozen potato products');9;0.0009
('candy', 'house keeping products');4;0.0004
('candy', 'turkey');6;0.0006
('candy', 'Instant food products');2;0.0002
('candy', 'liquor (appetizer)');5;0.0005
('candy', 'rice');3;0.0003
('candy', 'instant coffee');1;0.0001
('candy', 'popcorn');6;0.0006
('candy', 'zwieback');1;0.0001
('candy', 'soups');2;0.0002
('candy', 'finished products');6;0.0006
('candy', 'vinegar');0;0.0
('candy', 'female sanitary products');1;0.0001
('candy', 'kitchen towels');2;0.0002
('candy', 'dental care');5;0.0005
('candy', 'cereals');2;0.0002
('candy', 'sparkling wine');2;0.0002
('candy', 'sauces');3;0.0003
('candy', 'softener');1;0.0001
('candy', 'jam');5;0.0005
('candy', 'spices');3;0.0003
('candy', 'curd cheese');4;0.0004
('candy', 'liver loaf');0;0.0
('candy', 'cleaner');3;0.0003
('candy', 'male cosmetics');1;0.0001
('candy', 'rum');1;0.0001
('candy', 'ketchup');2;0.0002
('candy', 'meat spreads');1;0.0001
('candy', 'brandy');1;0.0001
('candy', 'light bulbs');2;0.0002
('candy', 'tea');0;0.0
('candy', 'specialty fat');2;0.0002
('candy', 'abrasive cleaner');3;0.0003
('candy', 'skin care');2;0.0002
('candy', 'nuts/prunes');0;0.0
('candy', 'syrup');2;0.0002
('candy', 'canned fruit');2;0.0002
('candy', 'artif. sweetener');1;0.0001
('candy', 'nut snack');1;0.0001
('candy', 'snack products');4;0.0004
('candy', 'fish');0;0.0
('candy', 'potato products');2;0.0002
('candy', 'bathroom cleaner');2;0.0002
('candy', 'cookware');2;0.0002
('candy', 'soap');1;0.0001
('candy', 'cooking chocolate');0;0.0
('candy', 'pudding powder');1;0.0001
('candy', 'tidbits');1;0.0001
('candy', 'organic sausage');1;0.0001
('candy', 'cocoa drinks');2;0.0002
('candy', 'prosecco');1;0.0001
('candy', 'flower soil/fertilizer');0;0.0
('candy', 'ready soups');0;0.0
('candy', 'specialty vegetables');1;0.0001
('candy', 'organic products');1;0.0001
('candy', 'honey');1;0.0001
('candy', 'decalcifier');0;0.0
('candy', 'cream');0;0.0
('candy', 'frozen fruits');1;0.0001
('candy', 'hair spray');1;0.0001
('candy', 'rubbing alcohol');1;0.0001
('candy', 'liqueur');0;0.0
('candy', 'whisky');0;0.0
('candy', 'salad dressing');2;0.0002
('candy', 'make up remover');1;0.0001
('candy', 'toilet cleaner');1;0.0001
('candy', 'frozen chicken');0;0.0
('candy', 'baby cosmetics');0;0.0
('candy', 'bags');0;0.0
('candy', 'kitchen utensil');0;0.0
('candy', 'preservation products');1;0.0001
('candy', 'baby food');0;0.0
('candy', 'sound storage medium');1;0.0001
('frozen meals', 'misc. beverages');10;0.001
('frozen meals', 'oil');9;0.0009
('frozen meals', 'butter milk');10;0.001
('frozen meals', 'specialty bar');13;0.0013
('frozen meals', 'ham');18;0.0018
('frozen meals', 'beverages');11;0.0011
('frozen meals', 'meat');15;0.0015
('frozen meals', 'ice cream');13;0.0013
('frozen meals', 'hard cheese');15;0.0015
('frozen meals', 'sliced cheese');19;0.0019
('frozen meals', 'cat food');12;0.0012
('frozen meals', 'grapes');13;0.0013
('frozen meals', 'chewing gum');4;0.0004
('frozen meals', 'detergent');8;0.0008
('frozen meals', 'red/blush wine');9;0.0009
('frozen meals', 'white wine');1;0.0001
('frozen meals', 'pickled vegetables');9;0.0009
('frozen meals', 'baking powder');5;0.0005
('frozen meals', 'semi-finished bread');10;0.001
